Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,CO2 Emissions(g/km),vehicle_key,demand_target,revenue_target,car_price
TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,AS6,X,220,SUV - SMALL_X_AS6_medium,4219,138594150.0,32850.0
TOYOTA,RAV4 HYBRID AWD,SUV - SMALL,2.5,4,AV6,X,169,SUV - SMALL_X_AV6_medium,3932,129166200.0,32850.0
TOYOTA,RAV4 LE/XLE,SUV - SMALL,2.5,4,AS6,X,208,SUV - SMALL_X_AS6_medium,3944,129560400.0,32850.0
TOYOTA,RAV4 LIMITED/SE AWD,SUV - SMALL,2.5,4,AS6,X,220,SUV - SMALL_X_AS6_medium,3978,130677300.0,32850.0
TOYOTA,SIENNA,MINIVAN,3.5,6,AS6,X,267,MINIVAN_X_AS6_large,2681,104961150.0,39150.0
TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS6,X,290,MINIVAN_X_AS6_large,2272,88948800.0,39150.0
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,AS6,X,261,PICKUP TRUCK - SMALL_X_AS6_large,2757,93048750.0,33750.0
TOYOTA,TACOMA,PICKUP TRUCK - SMALL,3.5,6,AS6,X,267,PICKUP TRUCK - SMALL_X_AS6_large,1891,74032650.0,39150.0
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,AS6,X,274,PICKUP TRUCK - SMALL_X_AS6_large,2490,84037500.0,33750.0
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,M5,X,279,PICKUP TRUCK - SMALL_X_M5_large,2732,92205000.0,33750.0
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,AS6,X,280,PICKUP TRUCK - SMALL_X_AS6_large,2174,85112100.0,39150.0
TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,M6,X,292,PICKUP TRUCK - SMALL_X_M6_large,2348,91924200.0,39150.0
TOYOTA,TACOMA 4WD D-CAB OFF-ROAD,PICKUP TRUCK - SMALL,3.5,6,M6,X,300,PICKUP TRUCK - SMALL_X_M6_large,2387,93451050.0,39150.0
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,335,PICKUP TRUCK - STANDARD_X_AS6_xlarge,1657,76056300.0,45900.0
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,360,PICKUP TRUCK - STANDARD_X_AS6_performance,1435,72969750.0,50850.0
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,AS6,X,351,PICKUP TRUCK - STANDARD_X_AS6_xlarge,1389,63755100.0,45900.0
TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,AS6,X,380,PICKUP TRUCK - STANDARD_X_AS6_performance,1200,61020000.0,50850.0
TOYOTA,VENZA,SUV - SMALL,2.7,4,AS6,X,244,SUV - SMALL_X_AS6_large,3821,128958750.0,33750.0
TOYOTA,VENZA,SUV - SMALL,3.5,6,AS6,X,256,SUV - SMALL_X_AS6_large,3351,131191650.0,39150.0
TOYOTA,VENZA 4WD,SUV - SMALL,2.7,4,AS6,X,241,SUV - SMALL_X_AS6_large,3549,119778750.0,33750.0
TOYOTA,VENZA 4WD,SUV - SMALL,3.5,6,AS6,X,263,SUV - SMALL_X_AS6_large,3304,129351600.0,39150.0
TOYOTA,YARIS,COMPACT,1.5,4,AS6,X,151,COMPACT_X_AS6_small,5159,146257650.0,28350.0
TOYOTA,YARIS (SIL),COMPACT,1.5,4,M6,X,157,COMPACT_X_M6_small,4410,125023500.0,28350.0
TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,A4,X,170,COMPACT_X_A4_small,5087,144216450.0,28350.0
TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,M5,X,165,COMPACT_X_M5_small,4762,135002700.0,28350.0
ACURA,ILX,COMPACT,2.4,4,AM8,Z,192,COMPACT_Z_AM8_medium,4255,152754500.0,35900.0
ACURA,MDX SH-AWD,SUV - SMALL,3.5,6,AS9,Z,259,SUV - SMALL_Z_AS9_large,3434,146460100.0,42650.0
ACURA,MDX SH-AWD ELITE,SUV - SMALL,3.5,6,AS9,Z,251,SUV - SMALL_Z_AS9_large,3357,143176050.0,42650.0
ACURA,MDX HYBRID AWD,SUV - SMALL,3.0,6,AM7,Z,210,SUV - SMALL_Z_AM7_large,3349,135299600.0,40400.0
ACURA,NSX,TWO-SEATER,3.5,6,AM9,Z,261,TWO-SEATER_Z_AM9_large,1527,83450550.0,54650.0
ACURA,RDX AWD,SUV - SMALL,3.5,6,AS6,Z,250,SUV - SMALL_Z_AS6_large,2775,118353750.0,42650.0
ACURA,RLX HYBRID,MID-SIZE,3.5,6,AM7,Z,190,MID-SIZE_Z_AM7_large,3592,153198800.0,42650.0
ACURA,TLX,COMPACT,2.4,4,AM8,Z,197,COMPACT_Z_AM8_medium,4109,147513100.0,35900.0
HONDA,ACCORD,MID-SIZE,2.4,4,AV7,X,190,MID-SIZE_X_AV7_medium,4126,133682400.0,32400.0
HONDA,ACCORD,MID-SIZE,2.4,4,M6,X,210,MID-SIZE_X_M6_medium,4230,137052000.0,32400.0
HONDA,ACCORD COUPE,MID-SIZE,3.5,6,AS6,X,225,MID-SIZE_X_AS6_large,3661,143328150.0,39150.0
HONDA,ACCORD COUPE,MID-SIZE,3.5,6,M6,X,254,MID-SIZE_X_M6_large,2916,114161400.0,39150.0
HONDA,ACCORD SEDAN,MID-SIZE,2.4,4,AV,X,180,MID-SIZE_X_AV_medium,4476,145022400.0,32400.0
HONDA,ACCORD SEDAN,MID-SIZE,3.5,6,A6,X,223,MID-SIZE_X_A6_large,3537,138473550.0,39150.0
HONDA,ACCORD HYBRID,MID-SIZE,2.0,4,AV,X,114,MID-SIZE_X_AV_medium,4963,151867800.0,30600.0
HONDA,CIVIC COUPE,COMPACT,1.5,4,AV7,X,158,COMPACT_X_AV7_small,5279,149659650.0,28350.0
HONDA,CIVIC COUPE,COMPACT,1.5,4,M6,X,159,COMPACT_X_M6_small,4625,131118750.0,28350.0
HONDA,CIVIC COUPE,COMPACT,2.0,4,AV,X,163,COMPACT_X_AV_medium,4748,145288800.0,30600.0
HONDA,CIVIC COUPE,COMPACT,2.0,4,M6,X,173,COMPACT_X_M6_medium,4528,138556800.0,30600.0
HONDA,CIVIC SEDAN,MID-SIZE,1.5,4,AV,X,153,MID-SIZE_X_AV_small,4155,117794250.0,28350.0
HONDA,CIVIC SEDAN,MID-SIZE,2.0,4,AV,X,163,MID-SIZE_X_AV_medium,4447,136078200.0,30600.0
HONDA,CIVIC SEDAN,MID-SIZE,2.0,4,M6,X,172,MID-SIZE_X_M6_medium,4909,150215400.0,30600.0
HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,AV,X,162,FULL-SIZE_X_AV_small,2993,120767550.0,40350.0
HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,AV7,X,170,FULL-SIZE_X_AV7_small,3390,136786500.0,40350.0
HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,AV7,Z,170,FULL-SIZE_Z_AV7_small,3287,144134950.0,43850.0
HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,M6,X,167,FULL-SIZE_X_M6_small,3449,139167150.0,40350.0
HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,M6,Z,167,FULL-SIZE_Z_M6_small,3117,136680450.0,43850.0
HONDA,CR-V,SUV - SMALL,1.5,4,AV,X,181,SUV - SMALL_X_AV_small,4172,118276200.0,28350.0
HONDA,CR-V AWD,SUV - SMALL,1.5,4,AV,X,188,SUV - SMALL_X_AV_small,4490,127291500.0,28350.0
HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV,X,154,STATION WAGON - SMALL_X_AV_small,3731,105773850.0,28350.0
HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV7,X,164,STATION WAGON - SMALL_X_AV7_small,3296,93441600.0,28350.0
HONDA,FIT,STATION WAGON - SMALL,1.5,4,M6,X,174,STATION WAGON - SMALL_X_M6_small,4066,115271100.0,28350.0
HONDA,HR-V,STATION WAGON - SMALL,1.8,4,AV,X,180,STATION WAGON - SMALL_X_AV_medium,3910,116127000.0,29700.0
HONDA,HR-V,STATION WAGON - SMALL,1.8,4,AV7,X,180,STATION WAGON - SMALL_X_AV7_medium,3684,109414800.0,29700.0
HONDA,HR-V,STATION WAGON - SMALL,1.8,4,M6,X,195,STATION WAGON - SMALL_X_M6_medium,3614,107335800.0,29700.0
HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,AV,X,194,STATION WAGON - SMALL_X_AV_medium,3833,113840100.0,29700.0
HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,AV7,X,194,STATION WAGON - SMALL_X_AV7_medium,3620,107514000.0,29700.0
HONDA,ODYSSEY,MINIVAN,3.5,6,A6,X,251,MINIVAN_X_A6_large,2912,114004800.0,39150.0
HONDA,PILOT,SUV - SMALL,3.5,6,A6,X,254,SUV - SMALL_X_A6_large,3256,127472400.0,39150.0
HONDA,PILOT AWD,SUV - SMALL,3.5,6,A6,X,266,SUV - SMALL_X_A6_large,3548,138904200.0,39150.0
HONDA,PILOT AWD,SUV - SMALL,3.5,6,AS9,X,256,SUV - SMALL_X_AS9_large,3392,132796800.0,39150.0
HONDA,RIDGELINE AWD,PICKUP TRUCK - STANDARD,3.5,6,A6,X,264,PICKUP TRUCK - STANDARD_X_A6_large,2527,98932050.0,39150.0
INFINITI,Q50 AWD,MID-SIZE,2.0,4,AS7,Z,226,MID-SIZE_Z_AS7_medium,3753,127977300.0,34100.0
INFINITI,Q50 AWD,MID-SIZE,3.0,6,AS7,Z,256,MID-SIZE_Z_AS7_large,3090,124836000.0,40400.0
INFINITI,Q50S RED SPORT AWD,MID-SIZE,3.0,6,AS7,Z,257,MID-SIZE_Z_AS7_large,2941,118816400.0,40400.0
INFINITI,Q50 HYBRID AWD,COMPACT,3.5,6,AS7,Z,200,COMPACT_Z_AS7_large,3468,147910200.0,42650.0
INFINITI,Q60 AWD,SUBCOMPACT,2.0,4,AS7,Z,233,SUBCOMPACT_Z_AS7_medium,3108,105982800.0,34100.0
INFINITI,Q60 AWD,SUBCOMPACT,3.0,6,AS7,Z,253,SUBCOMPACT_Z_AS7_large,3405,137562000.0,40400.0
INFINITI,Q60S RED SPORT AWD,SUBCOMPACT,3.0,6,AS7,Z,259,SUBCOMPACT_Z_AS7_large,2846,114978400.0,40400.0
INFINITI,Q70 AWD,MID-SIZE,3.7,6,AS7,Z,274,MID-SIZE_Z_AS7_xlarge,2928,127514400.0,43550.0
INFINITI,Q70 HYBRID,MID-SIZE,3.5,6,AS7,Z,184,MID-SIZE_Z_AS7_large,3300,140745000.0,42650.0
INFINITI,QX30,COMPACT,2.0,4,AM7,Z,200,COMPACT_Z_AM7_medium,3855,131455500.0,34100.0
INFINITI,QX30 AWD,COMPACT,2.0,4,AM7,Z,221,COMPACT_Z_AM7_medium,4134,140969400.0,34100.0
INFINITI,QX50 AWD,STATION WAGON - SMALL,3.7,6,AS7,Z,280,STATION WAGON - SMALL_Z_AS7_xlarge,1980,86229000.0,43550.0
INFINITI,QX60,SUV - SMALL,3.5,6,AV7,Z,246,SUV - SMALL_Z_AV7_large,3028,129144200.0,42650.0
INFINITI,QX60 AWD,SUV - SMALL,3.5,6,AV7,Z,257,SUV - SMALL_Z_AV7_large,3047,129954550.0,42650.0
INFINITI,QX60 HYBRID AWD,SUV - STANDARD,2.5,4,AV7,X,214,SUV - STANDARD_X_AV7_medium,3321,148946850.0,44850.0
INFINITI,QX70 AWD,SUV - SMALL,3.7,6,AS7,Z,301,SUV - SMALL_Z_AS7_xlarge,2583,112489650.0,43550.0
INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,AS7,Z,355,SUV - STANDARD_Z_AS7_performance,1532,100958800.0,65900.0
LEXUS,ES 350,MID-SIZE,3.5,6,AS6,X,226,MID-SIZE_X_AS6_large,2899,113495850.0,39150.0
LEXUS,GS 350 AWD,MID-SIZE,3.5,6,AS6,Z,257,MID-SIZE_Z_AS6_large,3160,134774000.0,42650.0
LEXUS,GS 450h,MID-SIZE,3.5,6,AV8,Z,176,MID-SIZE_Z_AV8_large,3523,150255950.0,42650.0
LEXUS,GX 460,SUV - STANDARD,4.6,8,AS6,Z,341,SUV - STANDARD_Z_AS6_xlarge,2499,153438600.0,61400.0
LEXUS,IS 200t,COMPACT,2.0,4,AS8,Z,214,COMPACT_Z_AS8_medium,4503,153552300.0,34100.0
LEXUS,IS 300 AWD,COMPACT,3.5,6,AS6,Z,258,COMPACT_Z_AS6_large,3116,132897400.0,42650.0
LEXUS,IS 350 AWD,COMPACT,3.5,6,AS6,Z,258,COMPACT_Z_AS6_large,3135,133707750.0,42650.0
LEXUS,LS 460 AWD,MID-SIZE,4.6,8,AS8,Z,303,MID-SIZE_Z_AS8_xlarge,2512,124092800.0,49400.0
LEXUS,LS 460 L AWD,MID-SIZE,4.6,8,AS8,Z,303,MID-SIZE_Z_AS8_xlarge,2689,132836600.0,49400.0
LEXUS,LX 570,SUV - STANDARD,5.7,8,AS8,Z,372,SUV - STANDARD_Z_AS8_performance,889,58985150.0,66350.0
LEXUS,NX 200t AWD,SUV - SMALL,2.0,4,AS6,Z,226,SUV - SMALL_Z_AS6_medium,3214,109597400.0,34100.0
LEXUS,NX 200t AWD F SPORT,SUV - SMALL,2.0,4,AS6,Z,232,SUV - SMALL_Z_AS6_medium,3454,117781400.0,34100.0
LEXUS,NX 300h AWD,SUV - SMALL,2.5,4,AV6,X,176,SUV - SMALL_X_AV6_medium,4481,147200850.0,32850.0
LEXUS,RC 300 AWD,SUBCOMPACT,3.5,6,AS6,Z,258,SUBCOMPACT_Z_AS6_large,2891,123301150.0,42650.0
LEXUS,RC 350 AWD,SUBCOMPACT,3.5,6,AS6,Z,258,SUBCOMPACT_Z_AS6_large,3034,129400100.0,42650.0
LEXUS,RX 350 AWD,SUV - SMALL,3.5,6,AS8,X,252,SUV - SMALL_X_AS8_large,3049,119368350.0,39150.0
LEXUS,RX 450h AWD,SUV - STANDARD,3.5,6,AV6,Z,185,SUV - STANDARD_Z_AV6_large,2435,133072750.0,54650.0
MAZDA,CX-3,COMPACT,2.0,4,AS6,X,179,COMPACT_X_AS6_medium,4111,125796600.0,30600.0
MAZDA,CX-3 4WD,COMPACT,2.0,4,AS6,X,192,COMPACT_X_AS6_medium,4504,137822400.0,30600.0
MAZDA,CX-5,SUV - SMALL,2.0,4,M6,X,199,SUV - SMALL_X_M6_medium,4738,144982800.0,30600.0
MAZDA,CX-5,SUV - SMALL,2.5,4,AS6,X,204,SUV - SMALL_X_AS6_medium,4147,136228950.0,32850.0
MAZDA,CX-5 4WD,SUV - SMALL,2.5,4,AS6,X,221,SUV - SMALL_X_AS6_medium,3916,128640600.0,32850.0
MAZDA,CX-9,SUV - SMALL,2.5,4,AS6,X,225,SUV - SMALL_X_AS6_medium,3965,130250250.0,32850.0
MAZDA,CX-9 4WD,SUV - SMALL,2.5,4,AS6,X,242,SUV - SMALL_X_AS6_medium,3726,122399100.0,32850.0
MAZDA,MAZDA3 4-DOOR,COMPACT,2.0,4,AS6,X,176,COMPACT_X_AS6_medium,4429,135527400.0,30600.0
MAZDA,MAZDA3 4-DOOR,COMPACT,2.0,4,M6,X,175,COMPACT_X_M6_medium,4847,148318200.0,30600.0
MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.0,4,M6,X,175,COMPACT_X_M6_medium,4698,143758800.0,30600.0
MAZDA,MAZDA3 4-DOOR,COMPACT,2.5,4,AS6,X,182,COMPACT_X_AS6_medium,4471,146872350.0,32850.0
MAZDA,MAZDA3 4-DOOR (i-ELOOP),COMPACT,2.5,4,AS6,X,176,COMPACT_X_AS6_medium,4280,140598000.0,32850.0
MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.5,4,M6,X,194,COMPACT_X_M6_medium,4677,153639450.0,32850.0
MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.0,4,AS6,X,174,MID-SIZE_X_AS6_medium,4430,135558000.0,30600.0
MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.0,4,M6,X,178,MID-SIZE_X_M6_medium,4090,125154000.0,30600.0
MAZDA,MAZDA3 5-DOOR,MID-SIZE,2.5,4,AS6,X,183,MID-SIZE_X_AS6_medium,4336,142437600.0,32850.0
MAZDA,MAZDA3 5-DOOR (i-ELOOP),MID-SIZE,2.5,4,AS6,X,181,MID-SIZE_X_AS6_medium,3979,130710150.0,32850.0
MAZDA,MAZDA3 5-DOOR (SIL),MID-SIZE,2.5,4,M6,X,198,MID-SIZE_X_M6_medium,3758,123450300.0,32850.0
MAZDA,MAZDA5,MINIVAN,2.5,4,AS5,X,226,MINIVAN_X_AS5_medium,2910,95593500.0,32850.0
MAZDA,MAZDA5,MINIVAN,2.5,4,M6,X,230,MINIVAN_X_M6_medium,2628,86329800.0,32850.0
MAZDA,MAZDA6,MID-SIZE,2.5,4,AS6,X,187,MID-SIZE_X_AS6_medium,4168,136918800.0,32850.0
MAZDA,MAZDA6 (i-ELOOP),MID-SIZE,2.5,4,AS6,X,186,MID-SIZE_X_AS6_medium,3601,118292850.0,32850.0
MAZDA,MAZDA6 (SIL),MID-SIZE,2.5,4,M6,X,196,MID-SIZE_X_M6_medium,3664,120362400.0,32850.0
MAZDA,MX-5,TWO-SEATER,2.0,4,AS6,Z,187,TWO-SEATER_Z_AS6_medium,1390,64079000.0,46100.0
MAZDA,MX-5 (SIL),TWO-SEATER,2.0,4,M6,Z,190,TWO-SEATER_Z_M6_medium,1875,86437500.0,46100.0
MITSUBISHI,LANCER,COMPACT,2.0,4,AV6,X,183,COMPACT_X_AV6_medium,4645,142137000.0,30600.0
MITSUBISHI,LANCER,COMPACT,2.0,4,M5,X,200,COMPACT_X_M5_medium,4815,147339000.0,30600.0
MITSUBISHI,LANCER,COMPACT,2.4,4,AV6,X,206,COMPACT_X_AV6_medium,4293,139093200.0,32400.0
MITSUBISHI,LANCER,COMPACT,2.4,4,M5,X,218,COMPACT_X_M5_medium,4391,142268400.0,32400.0
MITSUBISHI,LANCER 4WD,COMPACT,2.4,4,AV6,X,212,COMPACT_X_AV6_medium,3852,124804800.0,32400.0
MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,AV6,X,194,STATION WAGON - SMALL_X_AV6_medium,3570,109242000.0,30600.0
MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,M5,X,205,STATION WAGON - SMALL_X_M5_medium,3172,97063200.0,30600.0
MITSUBISHI,MIRAGE,COMPACT,1.2,3,AV,X,141,COMPACT_X_AV_small,4814,125645400.0,26100.0
MITSUBISHI,MIRAGE,COMPACT,1.2,3,M5,X,150,COMPACT_X_M5_small,4912,128203200.0,26100.0
MITSUBISHI,MIRAGE G4,COMPACT,1.2,3,AV,X,149,COMPACT_X_AV_small,5404,141044400.0,26100.0
MITSUBISHI,MIRAGE G4,COMPACT,1.2,3,M5,X,155,COMPACT_X_M5_small,5286,137964600.0,26100.0
MITSUBISHI,OUTLANDER,SUV - SMALL,2.4,4,AV6,X,197,SUV - SMALL_X_AV6_medium,4224,136857600.0,32400.0
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,2.4,4,AV6,X,211,SUV - SMALL_X_AV6_medium,3651,118292400.0,32400.0
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,3.0,6,AS6,Z,242,SUV - SMALL_Z_AS6_large,3212,129764800.0,40400.0
MITSUBISHI,RVR,SUV - SMALL,2.0,4,AV6,X,204,SUV - SMALL_X_AV6_medium,4257,130264200.0,30600.0
MITSUBISHI,RVR,SUV - SMALL,2.0,4,M5,X,216,SUV - SMALL_X_M5_medium,4115,125919000.0,30600.0
MITSUBISHI,RVR 4WD,SUV - SMALL,2.0,4,AV6,X,213,SUV - SMALL_X_AV6_medium,3638,111322800.0,30600.0
NISSAN,370Z,TWO-SEATER,3.7,6,AS7,Z,261,TWO-SEATER_Z_AS7_xlarge,1196,66437800.0,55550.0
NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,AS7,Z,270,TWO-SEATER_Z_AS7_xlarge,1366,75881300.0,55550.0
NISSAN,ALTIMA,MID-SIZE,2.5,4,AV,X,176,MID-SIZE_X_AV_medium,4281,140630850.0,32850.0
NISSAN,ALTIMA,MID-SIZE,3.5,6,AV7,X,214,MID-SIZE_X_AV7_large,2989,117019350.0,39150.0
NISSAN,ALTIMA SR,MID-SIZE,2.5,4,AV7,X,183,MID-SIZE_X_AV7_medium,4045,132878250.0,32850.0
NISSAN,ARMADA 4WD,SUV - STANDARD,5.6,8,AS7,X,362,SUV - STANDARD_X_AS7_performance,1541,96158400.0,62400.0
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,A5,X,286,PICKUP TRUCK - SMALL_X_A5_medium,2813,92407050.0,32850.0
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,M5,X,268,PICKUP TRUCK - SMALL_X_M5_medium,2904,95396400.0,32850.0
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4.0,6,A5,X,304,PICKUP TRUCK - SMALL_X_A5_xlarge,2311,95675400.0,41400.0
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,A5,X,326,PICKUP TRUCK - SMALL_X_A5_xlarge,1807,74809800.0,41400.0
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,M6,X,317,PICKUP TRUCK - SMALL_X_M6_xlarge,1595,66033000.0,41400.0
NISSAN,GT-R,SUBCOMPACT,3.8,6,AM6,Z,300,SUBCOMPACT_Z_AM6_xlarge,2292,100848000.0,44000.0
NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,AV7,Z,189,STATION WAGON - SMALL_Z_AV7_medium,3596,116150800.0,32300.0
NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,M6,Z,188,STATION WAGON - SMALL_Z_M6_medium,3701,119542300.0,32300.0
NISSAN,JUKE AWD,STATION WAGON - SMALL,1.6,4,AV7,Z,199,STATION WAGON - SMALL_Z_AV7_medium,3453,111531900.0,32300.0
NISSAN,JUKE NISMO RS,STATION WAGON - SMALL,1.6,4,M6,Z,197,STATION WAGON - SMALL_Z_M6_medium,3397,109723100.0,32300.0
NISSAN,JUKE NISMO RS AWD,STATION WAGON - SMALL,1.6,4,AV8,Z,209,STATION WAGON - SMALL_Z_AV8_medium,3301,106622300.0,32300.0
NISSAN,MAXIMA,MID-SIZE,3.5,6,AV7,Z,225,MID-SIZE_Z_AV7_large,3027,129101550.0,42650.0
NISSAN,MICRA,COMPACT,1.6,4,A4,X,186,COMPACT_X_A4_medium,4590,132192000.0,28800.0
NISSAN,MICRA,COMPACT,1.6,4,M5,X,185,COMPACT_X_M5_medium,5049,145411200.0,28800.0
NISSAN,MURANO,STATION WAGON - MID-SIZE,3.5,6,AV7,X,230,STATION WAGON - MID-SIZE_X_AV7_large,2482,97170300.0,39150.0
NISSAN,MURANO AWD,STATION WAGON - MID-SIZE,3.5,6,AV7,X,232,STATION WAGON - MID-SIZE_X_AV7_large,3107,121639050.0,39150.0
NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,2.0,4,AV,X,220,SPECIAL PURPOSE VEHICLE_X_AV_medium,3077,94156200.0,30600.0
NISSAN,PATHFINDER,SUV - SMALL,3.5,6,AV,X,240,SUV - SMALL_X_AV_large,3791,148417650.0,39150.0
NISSAN,PATHFINDER 4WD,SUV - SMALL,3.5,6,AV,X,250,SUV - SMALL_X_AV_large,3015,118037250.0,39150.0
NISSAN,PATHFINDER 4WD PLATINUM,SUV - SMALL,3.5,6,AV,X,258,SUV - SMALL_X_AV_large,3440,134676000.0,39150.0
NISSAN,QASHQAI,STATION WAGON - SMALL,2.0,4,AV,X,191,STATION WAGON - SMALL_X_AV_medium,3369,103091400.0,30600.0
NISSAN,QASHQAI,STATION WAGON - SMALL,2.0,4,M6,X,216,STATION WAGON - SMALL_X_M6_medium,3009,92075400.0,30600.0
NISSAN,QASHQAI AWD,STATION WAGON - SMALL,2.0,4,AV,X,197,STATION WAGON - SMALL_X_AV_medium,3562,108997200.0,30600.0
NISSAN,ROGUE,SUV - SMALL,2.5,4,AV,X,192,SUV - SMALL_X_AV_medium,4441,145886850.0,32850.0
NISSAN,ROGUE AWD,SUV - SMALL,2.5,4,AV,X,203,SUV - SMALL_X_AV_medium,3876,127326600.0,32850.0
NISSAN,SENTRA (Turbo),MID-SIZE,1.6,4,AV7,Z,193,MID-SIZE_Z_AV7_medium,3467,111984100.0,32300.0
NISSAN,SENTRA (Turbo),MID-SIZE,1.6,4,M6,Z,195,MID-SIZE_Z_M6_medium,3802,122804600.0,32300.0
NISSAN,SENTRA,MID-SIZE,1.8,4,AV,X,171,MID-SIZE_X_AV_medium,4308,127947600.0,29700.0
NISSAN,SENTRA,MID-SIZE,1.8,4,M6,X,187,MID-SIZE_X_M6_medium,4326,128482200.0,29700.0
NISSAN,SENTRA NISMO,MID-SIZE,1.6,4,AV7,Z,205,MID-SIZE_Z_AV7_medium,3982,128618600.0,32300.0
NISSAN,SENTRA NISMO,MID-SIZE,1.6,4,M6,Z,204,MID-SIZE_Z_M6_medium,3738,120737400.0,32300.0
NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,312,PICKUP TRUCK - STANDARD_X_AS7_performance,2210,111384000.0,50400.0
NISSAN,TITAN 4WD,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,315,PICKUP TRUCK - STANDARD_X_AS7_performance,1781,89762400.0,50400.0
NISSAN,TITAN 4WD PRO-4X,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,333,PICKUP TRUCK - STANDARD_X_AS7_performance,1511,76154400.0,50400.0
NISSAN,VERSA,MID-SIZE,1.6,4,AV,X,164,MID-SIZE_X_AV_medium,4028,116006400.0,28800.0
NISSAN,VERSA,MID-SIZE,1.6,4,M5,X,180,MID-SIZE_X_M5_medium,4224,121651200.0,28800.0
SUBARU,BRZ,MINICOMPACT,2.0,4,AS6,Z,200,MINICOMPACT_Z_AS6_medium,2085,96118500.0,46100.0
SUBARU,BRZ,MINICOMPACT,2.0,4,M6,Z,228,MINICOMPACT_Z_M6_medium,1381,63664100.0,46100.0
SUBARU,CROSSTREK AWD,SUV - SMALL,2.0,4,AV6,X,193,SUV - SMALL_X_AV6_medium,4421,135282600.0,30600.0
SUBARU,CROSSTREK AWD,SUV - SMALL,2.0,4,M5,X,216,SUV - SMALL_X_M5_medium,3934,120380400.0,30600.0
SUBARU,FORESTER AWD,SUV - SMALL,2.0,4,AV8,Z,223,SUV - SMALL_Z_AV8_medium,4167,142094700.0,34100.0
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,AV6,X,196,SUV - SMALL_X_AV6_medium,3958,130020300.0,32850.0
SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,M6,X,228,SUV - SMALL_X_M6_medium,3435,112839750.0,32850.0
SUBARU,IMPREZA 4-DOOR AWD,MID-SIZE,2.0,4,AV7,X,174,MID-SIZE_X_AV7_medium,4146,126867600.0,30600.0
SUBARU,IMPREZA 4-DOOR AWD,MID-SIZE,2.0,4,M5,X,208,MID-SIZE_X_M5_medium,3471,106212600.0,30600.0
SUBARU,IMPREZA 5-DOOR AWD,STATION WAGON - SMALL,2.0,4,AV7,X,176,STATION WAGON - SMALL_X_AV7_medium,3855,117963000.0,30600.0
